,season,n_episode,title_episode,character,line
13800,3,20,the hofstader isotope,Howard,"You got it, sir."
13801,3,20,the hofstader isotope,Leonard,"Wait, so we just go over there?"
13802,3,20,the hofstader isotope,Howard,"No, we have a little prep work to do. Put this in your mouth. We walk past them, you stumble a bit. I say, sorry, my friend’s had a little too much, and then I start to pull it out of your mouth and say, a little too much fun. Get it? I mean, they’re laughing, we’re laughing, and then we get them up to about a .15 blood alcohol level, and tell them we’re millionaires."
13803,3,20,the hofstader isotope,Leonard,What else you got?
13804,3,20,the hofstader isotope,Howard,Depends. Are you willing to sit on my lap and pretend to be a ventriloquist dummy?
13805,3,20,the hofstader isotope,Leonard,No.
13806,3,20,the hofstader isotope,Howard,"I can’t sit on your lap, you don’t know the routine."
13807,3,20,the hofstader isotope,Stuart,"I’m sorry, but you’re obviously stuck in a pre-Zero Hour DC universe."
13808,3,20,the hofstader isotope,Sheldon,Of course I am. Removing Joe Chill as the killer of Batman’s parents effectively deprived him of his raison d’être.
13809,3,20,the hofstader isotope,Stuart,"Okay, you can throw all the French around you want, it doesn’t make you right."
13810,3,20,the hofstader isotope,Sheldon,Au contraire.
13811,3,20,the hofstader isotope,Stuart,"Plus, you’re forgetting that the Infinite Crisis storyline restored Joe Chill to the Batman mythology."
13812,3,20,the hofstader isotope,Sheldon,I am forgetting nothing and I resent your tone.
13813,3,20,the hofstader isotope,Stuart,"Okay, look, Sheldon, it’s late and I’ve got to get some sleep."
13814,3,20,the hofstader isotope,Sheldon,"So, I win."
13815,3,20,the hofstader isotope,Stuart,"No, I’m tired."
13816,3,20,the hofstader isotope,Sheldon,"So, I win."
13817,3,20,the hofstader isotope,Stuart,Fine. You win.
13818,3,20,the hofstader isotope,Sheldon,"Darn tootin’, I win."
13819,3,20,the hofstader isotope,Stuart,"Penny, I really had a terrific time. Penny?"
13820,3,20,the hofstader isotope,Sheldon,"No, no, no, no, don’t wake her. She’ll maul you like a rabid wolverine."
13821,3,20,the hofstader isotope,Stuart,"You know, I don’t think that was decaf."
13822,3,20,the hofstader isotope,Howard,"Wait, is this your card or isn’t it? Trust me, this was their card."
13823,3,20,the hofstader isotope,Leonard,I thought you were good at this. You’re always talking about how you go to bars and meet women.
13824,3,20,the hofstader isotope,Howard,"I do, all the time."
13825,3,20,the hofstader isotope,Leonard,"Well, what happened? We’ve been sitting here all night and the longest conversation you’ve had with a woman was when your mom called."
13826,3,20,the hofstader isotope,Howard,"Wow, you’re just going to make me come out and say it, aren’t you?"
13827,3,20,the hofstader isotope,Leonard,Say what?
13828,3,20,the hofstader isotope,Howard,You’re weighing me down. I’m a falcon who hunts better solo.
13829,3,20,the hofstader isotope,Leonard,Fine. I’ll sit here. You take flight and hunt.
13830,3,20,the hofstader isotope,Howard,"Don’t be ridiculous, you can’t just tell a falcon when to hunt."
13831,3,20,the hofstader isotope,Leonard,"Actually, you can. There’s a whole sport built around it. Falconry."
13832,3,20,the hofstader isotope,Howard,Shut up. Let’s just get Koothrappali and go.
13833,3,20,the hofstader isotope,Howard,Lucky bastard. It’s got to be that stupid accent of his.
13834,3,20,the hofstader isotope,Howard,"Hello. I am Sanjay Wolowitz from Bombay. Okay, I’m stumped."
13835,3,21,the plimption simulation,Sheldon,Hold.
13836,3,21,the plimption simulation,Raj,What?
13837,3,21,the plimption simulation,Sheldon,Explain your sneeze.
13838,3,21,the plimption simulation,Raj,I’m sorry?
13839,3,21,the plimption simulation,Sheldon,Do you have allergies?
13840,3,21,the plimption simulation,Raj,No.
13841,3,21,the plimption simulation,Sheldon,Is there too much pepper on your salad?
13842,3,21,the plimption simulation,Raj,I don’t put pepper on salads.
13843,3,21,the plimption simulation,Sheldon,I’ve heard enough. Sit over there.
13844,3,21,the plimption simulation,Raj,"Oh, come on. I don’t want to sit by myself."
13845,3,21,the plimption simulation,Sheldon,"That’s what Typhoid Mary said, and clearly, her friends buckled."
13846,3,21,the plimption simulation,Raj,"Guys, help me."
13847,3,21,the plimption simulation,Howard,"Sheldon, come on."
13848,3,21,the plimption simulation,Leonard,"Yeah, it’s just one sneeze. ("
13849,3,21,the plimption simulation,Leonard,You’re on your own.
13850,3,21,the plimption simulation,Howard,"See you, buddy."
13851,3,21,the plimption simulation,Sheldon,"Oh, Leonard, I have something for you. Per our roommate agreement, this is your 24-hour notice that I will be having a non-related female spending two nights in our apartment."
13852,3,21,the plimption simulation,Leonard,"When you say non-related female, you still mean human, right?"
13853,3,21,the plimption simulation,Sheldon,"Of course. Pets are banned under the roommate agreement, with the exception of service animals, such as seeing eye dogs and, one day, cybernetically-enhanced helper monkeys."
13854,3,21,the plimption simulation,Howard,Are you planning on kidnapping a woman?
13855,3,21,the plimption simulation,Sheldon,Sarcasm?
13856,3,21,the plimption simulation,Howard,"Yes, but mixed with genuine concern."
13857,3,21,the plimption simulation,Sheldon,"For your information, I’ll be playing host to Dr. Elizabeth Plimpton."
13858,3,21,the plimption simulation,Raj,The cosmological physicist from Princeton?
13859,3,21,the plimption simulation,Sheldon,"Yes. And until you acquire a surgical mask, please address your comments to me through a napkin. We’ve been corresponding for years about our mutual interest in gravitational wave signatures of inflatons in the early universe. And now she’s under consideration for a position at our university."
13860,3,21,the plimption simulation,Leonard,Why didn’t you tell me you knew Elizabeth Plimpton? I am a huge fan of hers!
13861,3,21,the plimption simulation,Sheldon,"I didn’t realize I was obligated to share my connection with things you’re a fan of, but very well. You enjoy Canadian bacon. I’ve been to Toronto."
13862,3,21,the plimption simulation,Leonard,"Okay, fine. Where is she going to sleep?"
13863,3,21,the plimption simulation,Sheldon,"My room, of course."
13864,3,21,the plimption simulation,Raj,Holy crap!
13865,3,21,the plimption simulation,Howard,"Yeah, um, I have a two-part question."
13866,3,21,the plimption simulation,Sheldon,Go ahead.
13867,3,21,the plimption simulation,Howard,"A, are you kidding me? And B, seriously, are you freaking kidding me?"
13868,3,21,the plimption simulation,Sheldon,"A, I rarely kid. And B, when I do kid, you will know it by my use of the word bazinga."
13869,3,21,the plimption simulation,Howard,So you’re saying the two of you are going to be sleeping in the same bed?
13870,3,21,the plimption simulation,Sheldon,Yes. Bazinga. Leonard?
13871,3,21,the plimption simulation,Leonard,Thank you. Why is a world-renowned scientist staying in our apartment instead of a hotel?
13872,3,21,the plimption simulation,Sheldon,"Well, she doesn’t care for hotels. And who can blame her? Windows that don’t open, multi-user linens, keys shaped like credit cards, as if one walks around with unassigned slots in one’s wallet. All right, I believe I have time for one more question. Yes, Raj?"
13873,3,21,the plimption simulation,Raj,When can I sit with you again?
13874,3,21,the plimption simulation,Sheldon,"When I’ve seen two consecutive negative throat cultures spaced 12 hours apart. You know the drill. All right, if you’ll excuse me, I am off to start a prophylactic course of antibiotics."
13875,3,21,the plimption simulation,Leonard,I can’t believe he’s friends with Elizabeth Plimpton.
13876,3,21,the plimption simulation,Raj,I can’t believe they let him into Canada.
13877,3,21,the plimption simulation,Howard,"Whoa, whoa, whoa. You heard the man. Where’s your throat cultures? Kidding. Sit down."
13878,3,21,the plimption simulation,Penny,"Hey, Sheldon."
13879,3,21,the plimption simulation,Sheldon,"Oh, Penny, excellent. I have a question about these maxi pads. Are the wings truly functional or have I fallen victim to marketing hype?"
13880,3,21,the plimption simulation,Penny,"What? What are you doing with, what?"
13881,3,21,the plimption simulation,Sheldon,The stock boy at Walgreens was frustratingly uninformed on the subject.
13882,3,21,the plimption simulation,Penny,"Sheldon, what are you doing with maxi pads?"
13883,3,21,the plimption simulation,Sheldon,I have a lady friend who will be staying with me for a few days.
13884,3,21,the plimption simulation,Penny,Oh. What?
13885,3,21,the plimption simulation,Sheldon,"I want her to feel at home. I also bought scented soaps, pantyhose, Midol, calcium chews and what is apparently a yogurt specifically designed to regulate the female bowel."
13886,3,21,the plimption simulation,Penny,"Wait, wait, hold on, back up. You’re having a woman stay with you?"
13887,3,21,the plimption simulation,Sheldon,Yes. Why does that seem to flabbergast everybody?
13888,3,21,the plimption simulation,Penny,"Oh, no, no, no, no. I’m not flabbergasted. I’m puzzled. Yeah, let’s go with puzzled."
13889,3,21,the plimption simulation,Sheldon,"A word of warning. My guest is a noted physicist and the leading expert on quantum cosmology, so please try to avoid wasting her time with female jibber jabber."
13890,3,21,the plimption simulation,Penny,Female jibber jabber?
13891,3,21,the plimption simulation,Sheldon,"Shoe sales, hair styles, mud masks, gossip about your friends Brad and Angelina."
13892,3,21,the plimption simulation,Penny,"Oh, they’re not my friends."
13893,3,21,the plimption simulation,Sheldon,"I’m not surprised, considering the way you talk about them behind their backs."
13894,3,21,the plimption simulation,Leonard,"She’s here, she’s here. How do I look? Do I look smart?"
13895,3,21,the plimption simulation,Sheldon,"Oh, good grief. This isn’t about you. Coming! Now listen, one of the great minds of the 21st century is about to play host to one of the other great minds of the 21st century. So pay attention. Years from now, my biographer might ask you about this event."
13896,3,21,the plimption simulation,Leonard,"Oh, I have so many things to tell your biographer."
13897,3,21,the plimption simulation,Elizabeth,"Ah, Dr. Cooper, thank goodness. I completely forgot your address. But then I remembered that I’d written it on my hand. Lucky for me, I didn’t confuse it with what I’d written on my other hand, which are the coordinates for a newly discovered neutron star. ‘Cause if I tried to go there, I’d be crushed by hypergravity. Anyway, hello."
13898,3,21,the plimption simulation,Sheldon,Hello.
13899,3,21,the plimption simulation,Elizabeth,Nice to finally meet you in person.
13900,3,21,the plimption simulation,Sheldon,"I would imagine it is. This is my friend and roommate, Dr. Leonard Hofstadter."
13901,3,21,the plimption simulation,Leonard,"Hi-lo. Oops. I started to say hi, and then I switched to hello in the middle. It came out hi-lo. Duh. Uh, it’s nice to meet you. I’ve read both your books and most of your papers. I’m  Leonard, I live here, you’re brilliant."
13902,3,21,the plimption simulation,Sheldon,I apologize. He’s only an experimental physicist.
13903,3,21,the plimption simulation,Elizabeth,"No need to apologize. Some of my best friends are experimental physicists. Well, not my best friends, but I know them. My best friend is a molecular chemist named Wendy. I’m sorry, I’m rambling. Hi-lo."
13904,3,21,the plimption simulation,Leonard,"Are you hungry, thirsty? Can I offer you anything?"
13905,3,21,the plimption simulation,Sheldon,"No, she’s my guest. If anyone should offer her anything, it should be me. Elizabeth, can I get you something? Perhaps a feminine hygiene product or a bowel-regulating yogurt?"
13906,3,21,the plimption simulation,Elizabeth,"Interesting choices. Based on my current needs, I guess I’d pick the yogurt."
13907,3,21,the plimption simulation,Sheldon,"Excellent. If the yogurt works, I bought some delightful scented candles."
13908,3,21,the plimption simulation,Leonard,"Look, it’s you."
13909,3,21,the plimption simulation,Elizabeth,Thank you so much for opening up your home to me.
13910,3,21,the plimption simulation,Leonard,"Well, who wants to stay in a hotel? With windows that don’t open, those crazy card-shaped keys."
13911,3,21,the plimption simulation,Elizabeth,I’m so glad you understand.
13912,3,21,the plimption simulation,Sheldon,"No, he doesn’t understand. I understand."
13913,3,21,the plimption simulation,Leonard,"Well, I understand, too."
13914,3,21,the plimption simulation,Sheldon,You’re just misappropriating my understanding.
13915,3,21,the plimption simulation,Leonard,"Oh, I think any university would want you. Except, of course, any university that had already had you. Because they would’ve already wanted you before they, you know, got you."
13916,3,21,the plimption simulation,Sheldon,From the mind that brought you hi-lo. Let me show you to your room.
13917,3,21,the plimption simulation,Elizabeth,"All right. I guess I am tired. Good night, Leonard."
13918,3,21,the plimption simulation,Leonard,"Uh, sleep night. I mean, obviously, good night. I started to say sleep tight, then I changed my mind in the middle. I swear to God, I’m smart."
13919,3,21,the plimption simulation,Sheldon,"Get it together, man."
13920,3,21,the plimption simulation,Sheldon,"All right, let me show you some of the features of the room. First, windows. Conventional. Open, closed, open, closed, halfway open, or halfway closed, depending on your philosophical bent. Over here is my comic book collection. Feel free to browse. There’s a box of disposable reading gloves on the night stand."
13921,3,21,the plimption simulation,Elizabeth,Good to know.
13922,3,21,the plimption simulation,Sheldon,"In here, you’ll find emergency provisions. An eight-day supply of food and water, a crossbow, season two of Star Trek"
13923,3,21,the plimption simulation,Elizabeth,What if there’s a disaster that destroys all the USB ports?
13924,3,21,the plimption simulation,Sheldon,"Then there’s really no reason to live, is there?"
13925,3,21,the plimption simulation,Elizabeth,Can I ask a question about your roommate?
13926,3,21,the plimption simulation,Sheldon,"He’s an odd duck, isn’t he?"
13927,3,21,the plimption simulation,Elizabeth,What’s his relationship status?
13928,3,21,the plimption simulation,Sheldon,"Well, there was a misbegotten adventure with a waitress who lives across the hall. It ended as inexplicably as it began. They had very little in common, except for carnal activity. That’s why I acquired these noise-cancelling headphones. If you decide to use them, please clean the ear pieces afterwards with the Wet Wipes you’ll find in the bathroom. They’re in the drawer labelled Wet Wipes."
13929,3,21,the plimption simulation,Elizabeth,Okay.
13930,3,21,the plimption simulation,Sheldon,Good. I’ll leave you to your night time ablutions. I’ve e-mailed you the morning bathroom schedule. You’ll also find a laminated copy in your welcome packet. It’s on the back of the emergency escape route diagram.
13931,3,21,the plimption simulation,Elizabeth,How thoughtful.
13932,3,21,the plimption simulation,Sheldon,"Sleep well, my friend."
13933,3,21,the plimption simulation,Elizabeth,"You, too."
13934,3,21,the plimption simulation,Sheldon,"Oh, let me just get one thing. It’s my backup emergency supply kit. The living room escape route doesn’t pass through here. Now, good night. And if there’s an apocalypse, good luck."
13935,3,21,the plimption simulation,Leonard,Yes?
13936,3,21,the plimption simulation,Elizabeth,I saw your light on.
13937,3,21,the plimption simulation,Leonard,Is everything all right?
13938,3,21,the plimption simulation,Elizabeth,"Yeah, I just couldn’t sleep."
13939,3,21,the plimption simulation,Leonard,"Me neither. Oh, look what I’m reading. It’s you."
13940,3,21,the plimption simulation,Elizabeth,I thought you already read it.
13941,3,21,the plimption simulation,Leonard,"I did, but it’s been a while, and I wanted to sound smart over breakfast."
13942,3,21,the plimption simulation,Elizabeth,"Aw, you’re smart."
13943,3,21,the plimption simulation,Leonard,"Oh, good. Wasn’t sure it was coming across."
13944,3,21,the plimption simulation,Elizabeth,What chapter are you on?
13945,3,21,the plimption simulation,Leonard,"Uh, six."
13946,3,21,the plimption simulation,Elizabeth,"Oh, the extragalactic distance ladder. Want to know a little secret?"
13947,3,21,the plimption simulation,Leonard,Sure.
13948,3,21,the plimption simulation,Elizabeth,I wrote the section on the Wilson-Bappu Effect completely naked.
13949,3,21,the plimption simulation,Leonard,"Really? Uh, sure doesn’t read that way."
13950,3,21,the plimption simulation,Elizabeth,"Here, let me show you. When we consider the brightness of pulsating variable stars, we start to see"
13951,3,21,the plimption simulation,Elizabeth,a possible explanation for some of the discrepancies found in Hubble’s constant.
13952,3,21,the plimption simulation,Leonard,Wow. You really make science come alive.
13953,3,21,the plimption simulation,Sheldon,Vocal test. Morning vocal test. Second vocal test. Second morning vocal test.
13954,3,21,the plimption simulation,Leonard,"Morning, Sheldon."
13955,3,21,the plimption simulation,Sheldon,Morning.
13956,3,21,the plimption simulation,Elizabeth,"Morning, Sheldon."
13957,3,21,the plimption simulation,Sheldon,Morning. I trust you had a pleasant night.
13958,3,21,the plimption simulation,Elizabeth,More than pleasant.
13959,3,21,the plimption simulation,Sheldon,"Excuse me, I’m going to relieve myself."
13960,3,21,the plimption simulation,Leonard,How do you take your coffee?
13961,3,21,the plimption simulation,Elizabeth,Black.
13962,3,21,the plimption simulation,Leonard,Okeydoke.
13963,3,21,the plimption simulation,Sheldon,"Pee for Houston, pee for Austin, pee for the state my heart got lost in. And shake twice for Texas."
13964,3,21,the plimption simulation,Leonard,Something his mother taught him.
13965,3,21,the plimption simulation,Sheldon,"All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection."
13966,3,21,the plimption simulation,Elizabeth,"That’s very thoughtful, but I think I’ll finish my coffee first."
13967,3,21,the plimption simulation,Sheldon,"Ah, so the yogurt didn’t work. I’ll fire off a critical e-mail to the manufacturer."
13968,3,21,the plimption simulation,Penny,"Oh, good, you’re up. Look, my car won’t start. I need a ride to work."
13969,3,21,the plimption simulation,Sheldon,Did you once again ignore your check engine light?
13970,3,21,the plimption simulation,Penny,"No, Mr. smarty-pants. I ignored the fill gas tank light."
13971,3,21,the plimption simulation,Sheldon,"Leonard, Penny wants to exploit any residual feelings you have for her in order to get a ride to work."
13972,3,21,the plimption simulation,Leonard,"Oh, yeah, sure, let me just put this in a travel mug."
13973,3,21,the plimption simulation,Penny,Hello.
13974,3,21,the plimption simulation,Elizabeth,Hi.
13975,3,21,the plimption simulation,Penny,"Oh, Penny, this is Dr. Plimpton, a leading expert on quantum cosmology. Dr. Plimpton, Penny is a waitress who doesn’t understand the role gasoline plays in the internal combustion engine."
13976,3,21,the plimption simulation,Elizabeth,Nice to meet you.
13977,3,21,the plimption simulation,Penny,"Nice to meet you, too. Are you enjoying your stay?"
13978,3,21,the plimption simulation,Elizabeth,"Yes, very much."
13979,3,21,the plimption simulation,Penny,Good.
13980,3,21,the plimption simulation,Sheldon,"Wonderful. Meaningless pleasantries accomplished. Elizabeth, Leonard’s bathroom time is coming up, and believe me, you do not want to follow him."
13981,3,21,the plimption simulation,Elizabeth,Excuse me.
13982,3,21,the plimption simulation,Leonard,"Okay, well, I guess I should get dressed so I can take everyone to work. You and Sheldon and Sheldon’s friend, Dr. Plimpton, who you just met. It’ll be fun. Like a clown car."
13983,3,21,the plimption simulation,Penny,Hang on.
13984,3,21,the plimption simulation,Leonard,Hmm? Yeah? What? Huh?
13985,3,21,the plimption simulation,Penny,We just broke up.
13986,3,21,the plimption simulation,Leonard,"What, uh, you and me? Yeah, we did. Not too long ago. How are you doing with it?"
13987,3,21,the plimption simulation,Penny,Not as good as you apparently.
13988,3,21,the plimption simulation,Leonard,"I, um, I don’t follow."
13989,3,21,the plimption simulation,Penny,"You know what? It’s, it’s none of my business. If you want to sleep with Sheldon’s doctor buddy right after we stopped seeing each other, go for it."
13990,3,21,the plimption simulation,Leonard,"Well, now…"
13991,3,21,the plimption simulation,Sheldon,"Excuse me. I’m uncomfortable with you recommending that Leonard pursue having intercourse with Dr. Plimpton, who I assure you has better things to do."
13992,3,21,the plimption simulation,Penny,I’m not recommending it. I’m saying it already happened.
13993,3,21,the plimption simulation,Sheldon,"That’s preposterous. Tell her, Leonard."
13994,3,21,the plimption simulation,Leonard,Well…
13995,3,21,the plimption simulation,Sheldon,No.
13996,3,21,the plimption simulation,Leonard,Come on. It wasn’t my fault.
13997,3,21,the plimption simulation,Sheldon,The implication being that you somehow tripped and fell into her lady parts?
13998,3,21,the plimption simulation,Penny,You know what? I’m just gonna take the bus to work.
13999,3,21,the plimption simulation,Leonard,"Penny, I can still drive you."
14000,3,21,the plimption simulation,Penny,"Oh, no, no, it’s okay. You might slip on a banana peel and get me pregnant."
14001,3,21,the plimption simulation,Sheldon,"I must say, I’m shocked by this betrayal."
14002,3,21,the plimption simulation,Leonard,I didn’t betray Penny.
14003,3,21,the plimption simulation,Sheldon,"Not Penny, me!"
14004,3,21,the plimption simulation,Leonard,How am I betraying you?
14005,3,21,the plimption simulation,Sheldon,"Elizabeth’s my friend, and you’re playing with her!"
14006,3,21,the plimption simulation,Leonard,"Yeah, I guess I did."
14007,3,21,the plimption simulation,Howard,What the hell are you doing?
14008,3,21,the plimption simulation,Raj,"Relax, it’s Nyquil."
14009,3,21,the plimption simulation,Leonard,You still have a cold?
14010,3,21,the plimption simulation,Raj,"Maybe, but I don’t care. That’s the great thing about Nyquil, it’s like ten-percent booze. I call it the nighttime sniffling, sneezing, coughing, so you can talk to girls medicine."
14011,3,21,the plimption simulation,Leonard,"Are you having trouble sleeping? ‘Cause, boy, I was up all night."
14012,3,21,the plimption simulation,Raj,"Did you get a cold, too?"
14013,3,21,the plimption simulation,Leonard,"No, but I was awake all night."
14014,3,21,the plimption simulation,Howard,"If you want, I can give you some of my mom’s sleeping pills."
14015,3,21,the plimption simulation,Raj,She won’t notice they’re missing?
14016,3,21,the plimption simulation,Howard,She doesn’t know she takes them.
14017,3,21,the plimption simulation,Leonard,"No, that’s okay. It was something else keeping me up last night. And again this morning. And, I didn’t mind. I was up last night. I was up this morning. I didn’t mind. Those are your clues."
14018,3,21,the plimption simulation,Raj,"Ooh, ooh. Did the pigeon on your windowsill have more babies?"
14019,3,21,the plimption simulation,Leonard,No.
14020,3,21,the plimption simulation,Howard,Were you up making another stop-motion Lego movie?
14021,3,21,the plimption simulation,Leonard,No.
14022,3,21,the plimption simulation,Howard,"‘Cause let me tell you, it’s not enough to make the Legos move, they also have to capture your heart."
14023,3,21,the plimption simulation,Leonard,"Okay, I’ll give you one more clue. It involved another person."
14024,3,21,the plimption simulation,Raj,Did you get a Japanese love pillow?
14025,3,21,the plimption simulation,Howard,How is a Japanese love pillow another person?
14026,3,21,the plimption simulation,Raj,It is if you love her and give her a name.
14027,3,21,the plimption simulation,Sheldon,"Dr. Plimpton, I’d like you to meet my colleagues, Dr. Rajesh Koothrappali"
14028,3,21,the plimption simulation,Raj,Hi.
14029,3,21,the plimption simulation,Sheldon,And not-a-doctor Howard Wolowitz.
14030,3,21,the plimption simulation,Howard,Hi.
14031,3,21,the plimption simulation,Raj,I’m a big fan of your work.
14032,3,21,the plimption simulation,Elizabeth,Thank you.
14033,3,21,the plimption simulation,Sheldon,"And of course, you’ve already introduced yourself to Dr. Hofstadter."
14034,3,21,the plimption simulation,Leonard,"Hey, you."
14035,3,21,the plimption simulation,Elizabeth,"Hey, you."
14036,3,21,the plimption simulation,Leonard,"Boy, I’m kind of tuckered out. How are you feeling, Elizabeth?"
14037,3,21,the plimption simulation,Elizabeth,You know what? I am a little tired. Would you be a dear and get me a cup of coffee?
14038,3,21,the plimption simulation,Leonard,"Sure. Black, right?"
14039,3,21,the plimption simulation,Elizabeth,"Actually, now I think I want it hot, brown and sweet."
14040,3,21,the plimption simulation,Leonard,Coming right up.
14041,3,21,the plimption simulation,Raj,What?
14042,3,21,the plimption simulation,Howard,What do you mean what? It’s Halo night.
14043,3,21,the plimption simulation,Raj,I can’t. I’m too sick. Go away.
14044,3,21,the plimption simulation,Howard,"That’s why we moved Halo night here. Look, I brought my mom’s chicken soup."
14045,3,21,the plimption simulation,Raj,I’m not hungry.
14046,3,21,the plimption simulation,Elizabeth,Don’t send him away. Let him in.
14047,3,21,the plimption simulation,Howard,Who’s that
14048,3,21,the plimption simulation,Raj,I bought a parrot.
14049,3,21,the plimption simulation,Howard,"Yeah, right. Dr. Plimpton?"
14050,3,21,the plimption simulation,Elizabeth,"Hi. Howard, right?"
14051,3,21,the plimption simulation,Howard,"Uh, yeah."
14052,3,21,the plimption simulation,Elizabeth,"Can I ask you a question, Howard? Do you like role-playing games?"
14053,3,21,the plimption simulation,Howard,"Yeah, sure. In fact, I’m a dungeon master."
14054,3,21,the plimption simulation,Elizabeth,"Not tonight. Tonight you are a delivery man. You brought soup, but uh-oh, Raj and I don’t have enough money to pay you. So we’ll have to come to some other kind of arrangement."
14055,3,21,the plimption simulation,Howard,Beg pardon?
14056,3,21,the plimption simulation,Elizabeth,"You two figure out the details, I’m going to go change into something I don’t mind getting ripped off my milky flesh."
14057,3,21,the plimption simulation,Howard,What the frak?
14058,3,21,the plimption simulation,Raj,"Go away. She wants New Delhi, not Kosher deli. Besides, you have a girlfriend."
14059,3,21,the plimption simulation,Howard,We broke up weeks ago.
14060,3,21,the plimption simulation,Raj,Why didn’t you say anything?
14061,3,21,the plimption simulation,Howard,I was waiting for the right time. This is the right time.
14062,3,21,the plimption simulation,Leonard,"Hey, who’s ready for Halo?"
14063,3,21,the plimption simulation,Raj,"Oh, this is like a nightmare. Get lost!"
14064,3,21,the plimption simulation,Howard,He’s right. The numbers are shaky enough as it is.
14065,3,21,the plimption simulation,Leonard,I don’t understand.
14066,3,21,the plimption simulation,Elizabeth,"Oh, good. Leonard’s here."
14067,3,21,the plimption simulation,Raj,Good?
14068,3,21,the plimption simulation,Leonard,Elizabeth? What’s going on?
14069,3,21,the plimption simulation,Elizabeth,What’s going on is you and Howard are my moving men and Raj is my new landlord and I don’t have enough money to pay any of you.
14070,3,21,the plimption simulation,Leonard,Is she suggesting what I think she’s suggesting?
14071,3,21,the plimption simulation,Howard,Yep. Welcome to the Penthouse Forum.
14072,3,21,the plimption simulation,Raj,"Okay, show of hands. Who’s up for this?"
14073,3,21,the plimption simulation,Leonard,We’ll all be naked in front of each other.
14074,3,21,the plimption simulation,Howard,I’m out.
14075,3,21,the plimption simulation,Elizabeth,Everybody ready?
14076,3,21,the plimption simulation,Raj,"Follow my lead. Almost. We’re, we’re going to go out into the hallway and, uh, make a dramatic entrance."
14077,3,21,the plimption simulation,Elizabeth,"Oh, good. It’s so much better when everyone commits."
14078,3,21,the plimption simulation,Raj,"Run. Run, run, run. Don’t look back."
14079,3,21,the plimption simulation,Leonard,I thought we had something special.
14080,3,21,the plimption simulation,Raj,"So, you say you can’t pay your rent?"
14081,3,21,the plimption simulation,Penny,"Oh, Leonard?"
14082,3,21,the plimption simulation,Leonard,Hey.
14083,3,21,the plimption simulation,Penny,I found these in the dryer. I’m assuming they belong to Sheldon.
14084,3,21,the plimption simulation,Leonard,"Thanks. It’s really hard to find these in his size. So, listen. I’ve been meaning to talk to you about the other morning."
14085,3,21,the plimption simulation,Penny,You mean you and Dr. Slutbunny?
14086,3,21,the plimption simulation,Leonard,"Yeah, I wanted to explain."
14087,3,21,the plimption simulation,Penny,"Well, you don’t owe me an explanation."
14088,3,21,the plimption simulation,Leonard,I don’t?
14089,3,21,the plimption simulation,Penny,"No, you don’t."
14090,3,21,the plimption simulation,Leonard,So you’re not judging me?
14091,3,21,the plimption simulation,Penny,"Oh, I’m judging you nine ways to Sunday, but you don’t owe me an explanation."
14092,3,21,the plimption simulation,Leonard,"Nevertheless, I’d like to get one on the record so you can understand why I did what I did."
14093,3,21,the plimption simulation,Penny,I’m listening.
14094,3,21,the plimption simulation,Leonard,She let me.
14095,3,22,the staircase improvement,Penny,"Okay, Babydoll Pink, let’s see if you can cover up the fact that I got my dad’s feet."
14096,3,22,the staircase improvement,Sheldon,This is the temperature you agreed to in the roommate agreement.
14097,3,22,the staircase improvement,Leonard,"Aw, screw the roommate agreement!"
14098,3,22,the staircase improvement,Sheldon,"No, you don’t screw the roommate agreement. The roommate agreement screws you."
14099,3,22,the staircase improvement,Leonard,"You know what, go to Hell and set their thermostat."
14100,3,22,the staircase improvement,Sheldon,"I don’t have to go to Hell. At 73 degrees, I’m there already!"
14101,3,22,the staircase improvement,Penny,Who is it?
14102,3,22,the staircase improvement,Leonard,Leonard.
14103,3,22,the staircase improvement,Penny,Hang on.
14104,3,22,the staircase improvement,Leonard,Can I sleep on your couch tonight?
14105,3,22,the staircase improvement,Penny,"Uh, well, you can try, but the people across the hall are being very noisy."
14106,3,22,the staircase improvement,Leonard,"You heard that, huh?"
14107,3,22,the staircase improvement,Penny,"Apparently, the one fella tried to adjust the thermostat, then the other fella went bat-crap crazy."
14108,3,22,the staircase improvement,Leonard,"So you agree, he’s nuts."
14109,3,22,the staircase improvement,Penny,"Well, not as nuts as the guy who chooses to live with him."
14110,3,22,the staircase improvement,Leonard,"Believe it or not, he was worse when I met him."
14111,3,22,the staircase improvement,Penny,"Oh, I do not believe that."
14112,3,22,the staircase improvement,Leonard,You are so naive. Just like I was seven years ago.
14113,3,22,the staircase improvement,Leonard,I’d just started at the university.
14114,3,22,the staircase improvement,Past Leonard,"Excuse me, I’m looking for Sheldon Cooper’s apartment."
14115,3,22,the staircase improvement,Man with a box,"Oh, I bet you’re here to check out the room for rent."
14116,3,22,the staircase improvement,Past Leonard,Yeah.
14117,3,22,the staircase improvement,Man,"Run away, dude."
14118,3,22,the staircase improvement,Past Leonard,What?
14119,3,22,the staircase improvement,Man,"Run fast, run far."
14120,3,22,the staircase improvement,Leonard,That should have been my first clue.
14121,3,22,the staircase improvement,Penny,So Sheldon’s last roommate tried to warn you off?
14122,3,22,the staircase improvement,Leonard,"For all I knew, he was the crazy one. He had this really deranged look."
