,season,n_episode,title_episode,character,line,clean_line,set
8802,2,20,the hofstadter isotope,Leonard,I think Blinky’s cute.,think Blinky cute,train
8803,2,20,the hofstadter isotope,Howard,"You got it, sir.",get sir,train
8804,2,20,the hofstadter isotope,Leonard,"Wait, so we just go over there?",wait,train
8805,2,20,the hofstadter isotope,Howard,"No, we have a little prep work to do. Put this in your mouth. We walk past them, you stumble a bit. I say, sorry, my friend’s had a little too much, and then I start to pull it out of your mouth and say, a little too much fun. Get it? I mean, they’re laughing, we’re laughing, and then we get them up to about a .15 blood alcohol level, and tell them we’re millionaires.",little prep work mouth walk past stumble bit sorry friend little start pull mouth little fun mean laugh laugh blood alcohol level tell millionaire,train
8806,2,20,the hofstadter isotope,Leonard,What else you got?,get,train
8807,2,20,the hofstadter isotope,Howard,Depends. Are you willing to sit on my lap and pretend to be a ventriloquist dummy?,depend willing sit lap pretend ventriloquist dummy,dev
8808,2,20,the hofstadter isotope,Leonard,No.,,train
8809,2,20,the hofstadter isotope,Howard,"I can’t sit on your lap, you don’t know the routine.",sit lap know routine,train
8811,2,20,the hofstadter isotope,Sheldon,Of course I am. Removing Joe Chill as the killer of Batman’s parents effectively deprived him of his raison d’être.,course Removing Joe Chill killer Batman parent effectively deprive raison tre,train
8813,2,20,the hofstadter isotope,Sheldon,Au contraire.,contraire,dev
8815,2,20,the hofstadter isotope,Sheldon,I am forgetting nothing and I resent your tone.,forget resent tone,dev
8817,2,20,the hofstadter isotope,Sheldon,"So, I win.",win,dev
8819,2,20,the hofstadter isotope,Sheldon,"So, I win.",win,train
8821,2,20,the hofstadter isotope,Sheldon,"Darn tootin’, I win.",tootin win,train
8823,2,20,the hofstadter isotope,Sheldon,"No, no, no, no, don’t wake her. She’ll maul you like a rabid wolverine.",wake maul like rabid wolverine,train
8825,2,20,the hofstadter isotope,Howard,"Wait, is this your card or isn’t it? Trust me, this was their card.",wait card Trust card,train
8826,2,20,the hofstadter isotope,Leonard,I thought you were good at this. You’re always talking about how you go to bars and meet women.,think good talk bar meet woman,train
8827,2,20,the hofstadter isotope,Howard,"I do, all the time.",time,dev
8828,2,20,the hofstadter isotope,Leonard,"Well, what happened? We’ve been sitting here all night and the longest conversation you’ve had with a woman was when your mom called.",happen sit night long conversation woman mom call,train
8829,2,20,the hofstadter isotope,Howard,"Wow, you’re just going to make me come out and say it, aren’t you?",go come,train
8830,2,20,the hofstadter isotope,Leonard,Say what?,,train
8831,2,20,the hofstadter isotope,Howard,You’re weighing me down. I’m a falcon who hunts better solo.,weigh falcon hunt well solo,dev
8832,2,20,the hofstadter isotope,Leonard,Fine. I’ll sit here. You take flight and hunt.,fine sit flight hunt,train
8833,2,20,the hofstadter isotope,Howard,"Don’t be ridiculous, you can’t just tell a falcon when to hunt.",ridiculous tell falcon hunt,dev
8834,2,20,the hofstadter isotope,Leonard,"Actually, you can. There’s a whole sport built around it. Falconry.",actually sport build Falconry,train
8835,2,20,the hofstadter isotope,Howard,Shut up. Let’s just get Koothrappali and go.,Shut let Koothrappali,train
8836,2,20,the hofstadter isotope,Howard,Lucky bastard. It’s got to be that stupid accent of his.,lucky bastard get stupid accent,train
8837,2,20,the hofstadter isotope,Howard,"Hello. I am Sanjay Wolowitz from Bombay. Okay, I’m stumped.",Sanjay Wolowitz Bombay Okay stump,train
8838,2,21,the vegas renormalization,Howard,"Okay, are you from Star Wars universe?",Star Wars universe,train
8839,2,21,the vegas renormalization,Leonard,Yes,,train
8840,2,21,the vegas renormalization,Howard,Were you in the original trilogy?,original trilogy,dev
8841,2,21,the vegas renormalization,Leonard,Yes,,train
8842,2,21,the vegas renormalization,Howard,Is there a picture of you in my wallet wearing a metal bikini?,picture wallet wear metal bikini,train
8843,2,21,the vegas renormalization,Leonard,"God, I hope not. And no, I’m not Princess Leia.",God hope Princess Leia,train
8844,2,21,the vegas renormalization,Raj,"Oh, okay, okay, my turn. Are you in the six Star Wars movies?",turn Star Wars movie,train
8845,2,21,the vegas renormalization,Leonard,Yes,,train
8846,2,21,the vegas renormalization,Raj,Interesting. Are you a Droid?,interesting Droid,train
8847,2,21,the vegas renormalization,Leonard,Yes,,train
8848,2,21,the vegas renormalization,Raj,Do you kind of look like a shiny Sheldon?,kind look like shiny Sheldon,train
8849,2,21,the vegas renormalization,Leonard,Yes,,train
8850,2,21,the vegas renormalization,Raj,C3PO.,po,dev
8851,2,21,the vegas renormalization,Leonard,You got it.,get,dev
8852,2,21,the vegas renormalization,Sheldon,"That’s preposterous. I do not resemble C3PO. Don’t get me wrong, I’m flattered, I just don’t see it.",preposterous resemble PO wrong flatter,train
8853,2,21,the vegas renormalization,Howard,"Leslie Winkle. You’ve reached friends with benefits. For a booty call, press one now.",Leslie Winkle reach friend benefit booty press,train
8854,2,21,the vegas renormalization,Sheldon,"What exactly does that expression mean, friends with benefits? Does he provide her with health insurance?",exactly expression mean friend benefit provide health insurance,train
8855,2,21,the vegas renormalization,Leonard,"No. Look, imagine you maintained a friendship with someone you had sex with, but you were free to date whoever you wanted.",look imagine maintain friendship sex free date want,train
8856,2,21,the vegas renormalization,Sheldon,"I’m sorry, I can’t imagine any of that.",imagine,train
8857,2,21,the vegas renormalization,Leonard,"Alright, back to the game.",alright game,train
8858,2,21,the vegas renormalization,Sheldon,"I believe it’s my turn, you may begin your questions whenever you’re ready.",believe turn begin question ready,dev
8859,2,21,the vegas renormalization,Raj,Are you Spock?,spock,train
8860,2,21,the vegas renormalization,Sheldon,I don’t like this game.,like game,train
8861,2,21,the vegas renormalization,Howard,"So, where were we?",,train
8862,2,21,the vegas renormalization,Raj,Aren’t you leaving for your booty call?,leave booty,dev
8863,2,21,the vegas renormalization,Howard,"No, it was something else. Why does everything have to be about sex with you? Come on. Who’s turn is it?",sex come turn,train
8864,2,21,the vegas renormalization,Leonard,We were up to you.,,dev
8865,2,21,the vegas renormalization,Howard,"Great, just start.",great start,dev
8866,2,21,the vegas renormalization,Leonard,"Okay, let’s see. Are you from a TV series?",let tv series,train
8867,2,21,the vegas renormalization,Howard,She dumped me!,dump,train
8868,2,21,the vegas renormalization,Sheldon,"I bet he’s someone from Babylon 5, we’re never going to guess.",bet Babylon go guess,train
8869,2,21,the vegas renormalization,Raj,"What happened with Leslie, why did she dump you?",happen Leslie dump,train
8870,2,21,the vegas renormalization,Howard,"I don’t know. She just said Howard, momma’s a rolling stone. And then her call waiting beeped and she was gone.",know say Howard momma roll stone waiting beep go,train
8871,2,21,the vegas renormalization,Sheldon,I don’t understand. If you were in a non-emotional relationship then why are you having  what appears be an emotional response?,understand non emotional relationship appear emotional response,train
8872,2,21,the vegas renormalization,Leonard,"Sheldon, he obviously had feelings for her.",Sheldon obviously feeling,train
8873,2,21,the vegas renormalization,Howard,"Of course I had feelings for her, I saw her naked for God’s sake!",course feeling see naked God sake,dev
8874,2,21,the vegas renormalization,Leonard,"Okay, uh look, you just need to get your mind off it. Do you want to go to the comic book store? Maybe go see a movie?",look need mind want comic book store maybe movie,train
8875,2,21,the vegas renormalization,Howard,I don’t want to go anywhere.,want,train
8876,2,21,the vegas renormalization,Sheldon,"You know, I’m given to understand that there is an entire city in Nevada designed specifically to help people like Howard forget their problems. Where  you can replace them with new problems such as alcoholism, gambling addiction and sexually transmitted diseases.",know give understand entire city Nevada design specifically help people like Howard forget problem replace new problem alcoholism gambling addiction sexually transmit disease,train
8877,2,21,the vegas renormalization,Raj,"Is it me, or was that Sheldon’s way of saying Vegas baby!",sheldon way say Vegas baby,dev
8878,2,21,the vegas renormalization,Leonard,"I’ve never been there, have you?",,train
8879,2,21,the vegas renormalization,Raj,Me? No. I just got Vegas baby from Vince Vaughn in Swingers. .,get Vegas baby Vince Vaughn Swingers,train
8880,2,21,the vegas renormalization,Howard,"It could be fun. I know my weekend’s wide open, now that…",fun know weekend wide open,train
8881,2,21,the vegas renormalization,Leonard,"Okay, then let’s do this, lets go to Las Vegas.",let let Las Vegas,train
8882,2,21,the vegas renormalization,Howard,Now? Right now?,,train
8883,2,21,the vegas renormalization,Leonard,"Why not? People do things right now all the time. Why can’t we be right now people too. Go home, pack a bag and we’ll be right now people. I have to stop at the drug store to refill a prescription, but after that we’ll go right now.",People thing right time right people home pack bag right people stop drug store refill prescription right,train
8884,2,21,the vegas renormalization,Raj,"What do you say, Howard?",Howard,train
8885,2,21,the vegas renormalization,Howard,I say Vegas baby!,Vegas baby,train
8886,2,21,the vegas renormalization,Raj,What are you going to tell your mother?,go tell mother,train
8887,2,21,the vegas renormalization,Howard,"Sea World, baby!",Sea World baby,train
8888,2,21,the vegas renormalization,Leonard,"Hey, Sheldon, are you coming?",Sheldon come,train
8889,2,21,the vegas renormalization,Sheldon,I’d rather have a blowfly lay eggs and hatch larvae in my auditory canal.,blowfly lay egg hatch larvae auditory canal,dev
8890,2,21,the vegas renormalization,Leonard,"Great, we’ll bring you back a tee-shirt.",great bring tee shirt,train
8891,2,21,the vegas renormalization,Sheldon,"Thank you. Hello, neighbour.",thank neighbour,train
8892,2,21,the vegas renormalization,Penny,"Hello, Sheldon.",Sheldon,train
8893,2,21,the vegas renormalization,Sheldon,And how are you doing this fine evening?,fine evening,train
8894,2,21,the vegas renormalization,Penny,Great.,great,train
8895,2,21,the vegas renormalization,Sheldon,Good. I’m glad.,good glad,train
8896,2,21,the vegas renormalization,Penny,Really? Are you drunk?,drunk,train
8897,2,21,the vegas renormalization,Sheldon,"I’m just in a good mood. While my compatriots are in Las Vegas, I will be enjoying a blissful evening in my personal Fortress of Solitude.",good mood compatriot Las Vegas enjoy blissful evening personal Fortress Solitude,train
8898,2,21,the vegas renormalization,Penny,"That’s Superman’s big ice thing, right?",Superman big ice thing right,dev
8899,2,21,the vegas renormalization,Sheldon,"Do you know, I’m such a good mood, I’m actually finding your tenuous grasp of the English language folksy and charming today.",know good mood actually find tenuous grasp english language folksy charm today,dev
8900,2,21,the vegas renormalization,Penny,"Mmm, what smells so good?",mmm smell good,train
8901,2,21,the vegas renormalization,Sheldon,"That is the intoxicating aroma of Kadhai Paneer, a perfect culinary representation of the freedom this evening holds. Not only is it Indian cuisine, which Koothrappali loathes, it contains a generous helping of peanuts, which would reduce Wolowitz to a wheezing 97 pound blister. And finally, it’s main ingredient is Paneer, a farmer’s cheese which would cause Leonard to render any room uninhabitable within minutes.",intoxicate aroma Kadhai Paneer perfect culinary representation freedom evening hold indian cuisine Koothrappali loathe contain generous help peanut reduce Wolowitz wheeze pound blister finally main ingredient Paneer farmer cheese leonard render room uninhabitable minute,train
8902,2,21,the vegas renormalization,Penny,"Yum. Well, enjoy your big evening.",enjoy big evening,train
8903,2,21,the vegas renormalization,Sheldon,"Penny. I realize you are also on your own tonight, so if at some point you find yourself with nothing to do, please do not disturb me.",penny realize tonight point find disturb,dev
8904,2,21,the vegas renormalization,Penny,"Have fun, Sheldon.",fun Sheldon,train
8905,2,21,the vegas renormalization,Sheldon,"Oh, I shall.",shall,train
8906,2,21,the vegas renormalization,Sheldon,No!,,train
8907,2,21,the vegas renormalization,Penny,"What’s wrong, Superman? Locked out of your big ice thingy?",wrong Superman lock big ice thingy,dev
8908,2,21,the vegas renormalization,Raj,"Look at this, mouthwash, lotion, body wash, shampoo and conditioner together in one tiny bottle. I love Las Vegas.",look mouthwash lotion body wash shampoo conditioner tiny bottle love Las Vegas,dev
8909,2,21,the vegas renormalization,Leonard,"Howard, could I borrow some after shave?",Howard borrow shave,train
8910,2,21,the vegas renormalization,Howard,"Black case, top compartment.",black case compartment,train
8911,2,21,the vegas renormalization,Leonard,That is a lot of cologne.,lot cologne,train
8912,2,21,the vegas renormalization,Howard,"First row are your musks, second is wood, leathers and botanicals, third is assorted pheromones, tread lightly.",row musk second wood leather botanical assorted pheromone tread lightly,dev
8913,2,21,the vegas renormalization,Raj,"That’s the spirit, Howard. Yes, we can.",spirit Howard,train
8914,2,21,the vegas renormalization,Leonard,"Come on, let’s go.",come let,train
8915,2,21,the vegas renormalization,Howard,"You guys go ahead, I just have to finish up an email.",guy ahead finish email,dev
8916,2,21,the vegas renormalization,Leonard,"That’s not an email, that’s Leslie’s facebook page.",email Leslie facebook page,train
8917,2,21,the vegas renormalization,Howard,"Okay, fine, I’m checking her facebook page, look at her status update, she’s saying she dumped me, people need to know I dumped her.",fine check facebook page look status update say dump people need know dump,dev
8918,2,21,the vegas renormalization,Raj,But she did dump you.,dump,train
8919,2,21,the vegas renormalization,Howard,"Grow up, Raj,there’s no place for truth on the internet. Just go, I’ll catch up with you.",Grow Raj place truth internet catch,dev
8920,2,21,the vegas renormalization,Leonard,Alright.,alright,train
8921,2,21,the vegas renormalization,Raj,"Oh, we should have a plan in case one of us gets lucky.",plan case get lucky,train
8922,2,21,the vegas renormalization,Leonard,"Okay, uh, if I get lucky I’ll take her to my stately manor outside Gotham City, and if you get lucky, I’ll sleep on the moon.",lucky stately manor outside Gotham City lucky sleep moon,dev
8923,2,21,the vegas renormalization,Raj,Sounds like a plan.,sound like plan,dev
8924,2,21,the vegas renormalization,Penny,"Hang on, I think the emergency key is around here somewhere.",hang think emergency key,train
8925,2,21,the vegas renormalization,Sheldon,We have a bowl. Our keys go in a bowl. You should get a bowl.,bowl key bowl bowl,train
8926,2,21,the vegas renormalization,Penny,"So, how did the beautiful mind of Sheldon Cooper forget his key in the first place.",beautiful mind Sheldon Cooper forget key place,dev
8927,2,21,the vegas renormalization,Sheldon,I left them in the bowl.,left bowl,dev
8928,2,21,the vegas renormalization,Penny,Oh-oh. I just remembered where the emergency key is.,remember emergency key,dev
8929,2,21,the vegas renormalization,Sheldon,Where?,,train
8930,2,21,the vegas renormalization,Penny,In your apartment.,apartment,dev
8931,2,21,the vegas renormalization,Sheldon,What’s it doing in my apartment?,apartment,train
8932,2,21,the vegas renormalization,Penny,"Well, I went in there a few weeks ago when you guys weren’t home, and I forgot it there.",go week ago guy home forget,train
8933,2,21,the vegas renormalization,Sheldon,You were in my… why would you… what are you saying?,say,train
8934,2,21,the vegas renormalization,Penny,"It’s not a big deal, I was making coffee and I ran out of milk.",big deal make coffee run milk,train
8935,2,21,the vegas renormalization,Sheldon,You’re the milk thief! Leonard said I was crazy but I knew that carton felt lighter.,milk thief Leonard say crazy know carton feel light,train
8936,2,21,the vegas renormalization,Penny,"Alright, Sheldon, let’s just calm down and we’ll call the building manager, he’ll come open your door, you just eat your dinner here while you’re waiting.",Alright Sheldon let calm building manager come open door eat dinner waiting,train
8937,2,21,the vegas renormalization,Sheldon,Eat? My dinner? In your apartment?,eat dinner apartment,train
8938,2,21,the vegas renormalization,Penny,"Yeah, why not?",,train
8939,2,21,the vegas renormalization,Sheldon,"Sure, why not? And after the sun’s down we can all pile in my pick-up and go skinny-dipping down at the creek. ‘Cause today’s the day to stop making sense.",sun pile pick skinny dipping creek today day stop make sense,train
8940,2,21,the vegas renormalization,Leonard,Thanks.,thank,train
8941,2,21,the vegas renormalization,Raj,"I’m telling you, Leonard, video slot machines, free drinks brought to us by a bosomy barmaid and all you can eat shrimp for $3.95. Disneyland can suck it. This is the real happiest place on earth.",tell Leonard video slot machine free drink bring bosomy barmaid eat shrimp Disneyland suck real happy place earth,train
8942,2,21,the vegas renormalization,Leonard,"Dude, check it out. That’s laundry for a month!",dude check laundry month,train
8944,2,21,the vegas renormalization,Raj,Hello.,,train
8946,2,21,the vegas renormalization,Raj,Rajesh Ramayan Koothrappali.,Rajesh Ramayan Koothrappali,train
8948,2,21,the vegas renormalization,Raj,"Hello, Michaela.",Michaela,dev
8950,2,21,the vegas renormalization,Raj,"Why, yes, I love to party. Party is my middle name. Or it would be, if it weren’t Ramayan.",love party Party middle Ramayan,train
8951,2,21,the vegas renormalization,Leonard,"Uh, Raj, can I, can I talk to you for a moment.",Raj talk moment,train
8952,2,21,the vegas renormalization,Raj,"Not now, Leonard, Michaela’s inviting me to a party. You better call the moon and you make sure that they have a bed for you.",Leonard Michaela invite party better moon sure bed,train
8953,2,21,the vegas renormalization,Leonard,"Yeah, I really need to talk to you.",need talk,train
8954,2,21,the vegas renormalization,Raj,"Excuse me, I’ll be right back. Don’t go anywhere. Don’t move. Just stay the beautiful unspoiled American flower that you are.",excuse right stay beautiful unspoiled american flower,train
8955,2,21,the vegas renormalization,Raj,"What’s wrong with you dude, that woman was all up in my jammy.",wrong dude woman jammy,train
8956,2,21,the vegas renormalization,Leonard,"Okay, I hate to break this to you and whatever your jammy is, but, I’m pretty sure she is a prostitute.",hate break jammy pretty sure prostitute,train
8957,2,21,the vegas renormalization,Raj,What? No. ..,,train
8958,2,21,the vegas renormalization,Leonard,"Okay, let me put it this way, in your entire life, how many gorgeous women have walked straight up to you in a bar and asked if you wanted to party.",let way entire life gorgeous woman walk straight bar ask want party,train
8959,2,21,the vegas renormalization,Raj,Maybe I can save her.,maybe save,train
8960,2,21,the vegas renormalization,Leonard,"Maybe, but I’m guessing it will cost you about $500 an hour to try.",maybe guess cost hour try,dev
8961,2,21,the vegas renormalization,Raj,"It was lovely meeting you, best of luck in your future endeavours.",lovely meet good luck future endeavour,train
8963,2,21,the vegas renormalization,Raj,"Oh, I miss her already.",miss,train
8964,2,21,the vegas renormalization,Leonard,"Oh, Howard’s losing it. Check out his latest twitters. “I’m at the bottom of a black hole staring into the abyss. My life is meaningless, my future is without hope.”",Howard lose Check late twitter black hole staring abyss life meaningless future hope,dev
8965,2,21,the vegas renormalization,Raj,Why don’t we take him to see the Blue Man Group?,Blue Man Group,train
8966,2,21,the vegas renormalization,Leonard,You think that’d help?,think help,train
8967,2,21,the vegas renormalization,Raj,USA Today calls them exuberant fun for the whole family.,USA Today call exuberant fun family,train
8968,2,21,the vegas renormalization,Leonard,"I don’t know, Howard isn’t really the family fun kind of guy.",know Howard family fun kind guy,train
8969,2,21,the vegas renormalization,Raj,"It’s too bad he wasn’t here for that hooker. She’s exactly his type. A hooker. You know, I bet if we hired her, that would cheer him up.",bad hooker exactly type hooker know bet hire cheer,train
8970,2,21,the vegas renormalization,Leonard,We’re not going to get Wolowitz a hooker.,go Wolowitz hooker,train
8971,2,21,the vegas renormalization,Raj,“I’m so lonely and horny I may open this $20 jar of peanuts and end it all.”,lonely horny open jar peanut end,train
8972,2,21,the vegas renormalization,Leonard,Suppose it wouldn’t hurt to get an estimate.,suppose hurt estimate,train
8973,2,21,the vegas renormalization,Sheldon,"So, how was your day?",day,dev
8974,2,21,the vegas renormalization,Penny,"Are you trying to make small talk? Oh, sweetie, you really don’t have to.",try small talk sweetie,train
8975,2,21,the vegas renormalization,Sheldon,"No, it’s the accepted convention. How was your day?",accepted convention day,train
8976,2,21,the vegas renormalization,Penny,"Well, uh, they shifted my schedule around at the restaurant so my hours are going to be a little different…",shift schedule restaurant hour go little different,train
8977,2,21,the vegas renormalization,Sheldon,"I’m sorry, that’s not going to interest me at all, just eat.",sorry go interest eat,train
8978,2,21,the vegas renormalization,Raj,Hello again.,,train
8980,2,21,the vegas renormalization,Leonard,"Yeah, hi, listen, m, if you’re not busy, well, w-we were thinking you could… well, we were wondering…",listen busy thinking wonder,train
8981,2,21,the vegas renormalization,Raj,If you’re really a prostitute.,prostitute,train
8985,2,21,the vegas renormalization,Leonard,"Okay, great. Um… uh, the thing is, we’ve got this friend, and he’s kind of down in the dumps, and we thought that maybe you could cheer him up.",great thing get friend kind dump think maybe cheer,train
8986,2,21,the vegas renormalization,Raj,With sex.,sex,dev
8987,2,21,the vegas renormalization,Leonard,I think she knows what I meant.,think knows mean,train
8988,2,21,the vegas renormalization,Raj,How can she when you beat around the bush. She’s from the mean streets where they shoot from the hip and keep it real.,beat bush mean street shoot hip real,train
8990,2,21,the vegas renormalization,Leonard,"Okay, terrific. Um, uh, listen, is there a way that we can do this where he doesn’t know that you’re a… you know…",terrific listen way know know,train
8991,2,21,the vegas renormalization,Raj,Prostitute.,prostitute,train
8993,2,21,the vegas renormalization,Leonard,"Yes, yeah, exactly, the girlfriend experience.",exactly girlfriend experience,train
8994,2,21,the vegas renormalization,Raj,"Uh, actually, if it’s not too much to ask, could we have the Jewish girlfriend experience.",actually ask jewish girlfriend experience,train
8995,2,21,the vegas renormalization,Sheldon,"Okay, that’s question 20, you have to guess.",question guess,train
8996,2,21,the vegas renormalization,Penny,"Oh, God, I don’t know Sheldon, are you Star Wars?",God know Sheldon Star Wars,train
8997,2,21,the vegas renormalization,Sheldon,How can one person be a whole movie?,person movie,train
8998,2,21,the vegas renormalization,Penny,"Okay, I give up, can we just do something else?",,train
8999,2,21,the vegas renormalization,Sheldon,Fine. I was Spock. Are you and Leonard friends with benefits.,Fine Spock Leonard friend benefit,train
9000,2,21,the vegas renormalization,Penny,What?,,train
9001,2,21,the vegas renormalization,Sheldon,Are you and Leonard friends with benefits?,Leonard friend benefit,dev
9002,2,21,the vegas renormalization,Penny,"Where did that even come from, did he say we were?",come,train
9003,2,21,the vegas renormalization,Sheldon,"No, Leonard said nothing, but who knows what goes on over here when he pretends your mail was misdelivered.",Leonard say know go pretend mail misdeliver,train
9004,2,21,the vegas renormalization,Penny,"No, just mail, no benefits.",mail benefit,dev
9005,2,21,the vegas renormalization,Sheldon,"Hmm, I see.",,dev
9006,2,21,the vegas renormalization,Penny,Why are you asking?,ask,train
9007,2,21,the vegas renormalization,Sheldon,"I’m curious about the whole social construct. On its face, the idea of satisfying ones sexual appetite, assuming one is afflicted with such, without emotional entanglement, that seems eminently practical. What I’ve observed, however, is Howard Wolowitz crying like a little girl.",curious social construct face idea satisfy one sexual appetite assume afflict emotional entanglement eminently practical observe Howard Wolowitz cry like little girl,train
9008,2,21,the vegas renormalization,Penny,"Well, some people just can’t handle that kind of relationship.",people handle kind relationship,train
9009,2,21,the vegas renormalization,Sheldon,Can you?,,train
9010,2,21,the vegas renormalization,Penny,Excuse me?,Excuse,train
9011,2,21,the vegas renormalization,Sheldon,Are you able to have sex with men without developing an emotional attachment?,able sex man develop emotional attachment,train
9012,2,21,the vegas renormalization,Penny,"Sheldon, I really don’t want to talk about this with you.",Sheldon want talk,dev
9013,2,21,the vegas renormalization,Sheldon,Is this conversation making you uncomfortable?,conversation make uncomfortable,train
9014,2,21,the vegas renormalization,Penny,"Of course it’s making me uncomfortable, can’t you tell?",course make uncomfortable tell,train
9015,2,21,the vegas renormalization,Sheldon,"I really have no idea. I don’t particularly excel at reading facial expressions, body language…",idea particularly excel read facial expression body language,train
9016,2,21,the vegas renormalization,Penny,"I’m uncomfortable, Sheldon!",uncomfortable Sheldon,train
9017,2,21,the vegas renormalization,Sheldon,"Thank you, that’s very helpful.",thank helpful,train
9018,2,21,the vegas renormalization,Howard,"Alright, where are these amazing shrimp?",alright amazing shrimp,dev
9019,2,21,the vegas renormalization,Leonard,Behold?,behold,train
9020,2,21,the vegas renormalization,Howard,"Seriously, you think this is the size of a baby’s arm?",seriously think size baby arm,dev
9021,2,21,the vegas renormalization,Raj,A little baby.,little baby,train
9022,2,21,the vegas renormalization,Howard,I’m going back to the room.,go room,train
9024,2,21,the vegas renormalization,Howard,"Hi there, Howard Wolowitz.",Howard Wolowitz,train
9026,2,21,the vegas renormalization,Penny,"I don’t think the manager’s coming tonight so, here.",think manager come tonight,train
9027,2,21,the vegas renormalization,Sheldon,Are you suggesting I sleep on the couch.,suggest sleep couch,train
9028,2,21,the vegas renormalization,Penny,"Well, it wasn’t the first suggestion that came to mind, but it’s the one I’m going with.",suggestion come mind go,dev
9029,2,21,the vegas renormalization,Sheldon,"I can’t sleep on your couch. I sleep in a bed. And given it’s dimensions I have no intention of living out E.M. Snickering’s beloved children’s book , The Tall Man From Cornwall.",sleep couch sleep bed give dimension intention live snicker beloved child book Tall Man Cornwall,train
9030,2,21,the vegas renormalization,Penny,What?,,dev
9031,2,21,the vegas renormalization,Sheldon,"There was a tall man from Cornwall whose length exceeded his bed. My body fits on it, but barely upon it, there’s no room for my big Cornish head.",tall man Cornwall length exceed bed body fit barely room big cornish head,train
9032,2,21,the vegas renormalization,Penny,"Oh, alright. I will give you my bed on one condition. That you promise to zip your hole for the next eight hours.",bed condition promise zip hole hour,train
9033,2,21,the vegas renormalization,Sheldon,May I say one last thing.,thing,train
9034,2,21,the vegas renormalization,Penny,Only if it doesn’t rhyme.,rhyme,train
9035,2,21,the vegas renormalization,Sheldon,Alright. Goodnight.,Alright Goodnight,train
9037,2,21,the vegas renormalization,Howard,"Really, me too.",,train
9039,2,21,the vegas renormalization,Howard,Yeah. Excuse me for a moment.,excuse moment,train
9040,2,21,the vegas renormalization,Leonard,"Hey, how’s it going.",go,train
9041,2,21,the vegas renormalization,Howard,"Cut the crap, you set this up, didn’t you?",cut crap set,train
9042,2,21,the vegas renormalization,Leonard,Yes.,,train
9043,2,21,the vegas renormalization,Howard,"She’s a hooker, isn’t she.",hooker,train
9044,2,21,the vegas renormalization,Raj,"A prostitute, yes.",prostitute,train
9045,2,21,the vegas renormalization,Howard,You already gave her the money?,give money,train
9046,2,21,the vegas renormalization,Leonard,Yes.,,train
9047,2,21,the vegas renormalization,Howard,Thank you!,thank,train
9048,2,21,the vegas renormalization,Sheldon,Penny.,penny,train
9049,2,21,the vegas renormalization,Penny,What?,,train
9050,2,21,the vegas renormalization,Sheldon,I can’t sleep. how are you going?,sleep go,dev
9051,2,21,the vegas renormalization,Penny,Maybe that’s because your hole is still open.,maybe hole open,dev
9052,2,21,the vegas renormalization,Sheldon,I’m homesick.,homesick,train
9053,2,21,the vegas renormalization,Penny,Your home is twenty feet from here.,home foot,train
9054,2,21,the vegas renormalization,Sheldon,"Twenty feet, twenty light years, it doesn’t matter. It’s in a galaxy far, far away.",foot light year matter galaxy far far away,train
9055,2,21,the vegas renormalization,Penny,Damn it. What do you want me to do,want,train
9056,2,21,the vegas renormalization,Sheldon,Sing soft kitty.,sing soft kitty,train
9057,2,21,the vegas renormalization,Penny,That’s only for when you’re sick.,sick,train
9058,2,21,the vegas renormalization,Sheldon,Homesick is a type of being sick.,Homesick type sick,train
9059,2,21,the vegas renormalization,Penny,"Come on, do I really have to?",come,train
9060,2,21,the vegas renormalization,Sheldon,I suppose we can stay up and talk.,suppose stay talk,train
9061,2,21,the vegas renormalization,Penny,"Soft kitty, warm kitty, little ball of fur. Happy kitty, um…",soft kitty warm kitty little ball fur Happy kitty,train
9062,2,21,the vegas renormalization,Sheldon,Sleepy kitty.,Sleepy kitty,train
9063,2,21,the vegas renormalization,Penny,Sleepy ki…,Sleepy ki,train
9064,2,21,the vegas renormalization,Sheldon,No. Start over.,start,train
9065,2,21,the vegas renormalization,Penny,"Soft kitty, warm kitty, little ball of fur. Happy kitty, sleepy kitty, purr, purr, purr.",soft kitty warm kitty little ball fur Happy kitty sleepy kitty purr purr purr,train
9066,2,21,the vegas renormalization,Sheldon,Penny.,penny,train
9067,2,21,the vegas renormalization,Penny,Yeah.,,train
9068,2,21,the vegas renormalization,Sheldon,Thank you for letting me stay here.,thank let stay,train
9069,2,21,the vegas renormalization,Penny,"Oh, you’re welcome sweetie.",welcome sweetie,train
9070,2,21,the vegas renormalization,Sheldon,"Okay, I’m sleepy now, get out.",sleepy,train
9071,2,21,the vegas renormalization,Sheldon,"Oh, good, you’re finally home.",good finally home,train
9072,2,21,the vegas renormalization,Leonard,What were you doing at Penny’s?,penny,train
9073,2,21,the vegas renormalization,Sheldon,"Well, we had dinner, uh, played some games, and then I spent the night. Oh, you’ll be happy to know that I now have a much better understanding of friends with benefits.",dinner play game spend night happy know well understanding friend benefit,train
9074,2,22,the classified materials turbulence,Sheldon,"Smell that? That’s the smell of new comic books. Oh, yes!",Smell smell new comic book,dev
9075,2,22,the classified materials turbulence,Howard,"They’re on me today, boys.",today boy,train
9076,2,22,the classified materials turbulence,Raj,You’re paying? Have you been selling your sperm again?,pay sell sperm,train
